LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,T1718CAT1,T1718CAT2,T1718CAT3,T1718CAT4,T1718CAT5,T1718CAT1LA,T1718CAT2LA,T1718CAT3LA,T1718CAT4LA,T1718CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PT1718CAT1,PT1718CAT2,PT1718CAT3,PT1718CAT4,PT1718CAT5,PT1718CAT1LA,PT1718CAT2LA,PT1718CAT3LA,PT1718CAT4LA,PT1718CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121454,Non-London,Primary,35,34.3,Medium,"8,078",124,"8,202","3,489",569,"1,262",747,579,320,131,141,459,101,79,87,"7,964","3,522",407,428,193,"7,014","3,599",241,447,153,"6,323","5,008",54,575,152,"7,787","3,478",209,426,98,"5,541",SUPP,171,586,179,"8,074","3,020",170,374,69,"4,798","4,980",256,680,210,"8,187","3,098",168,"8,752","1,243",210,SUPP,569,579,141,"7,964","3,669",257,104,"1,262",141,SUPP,162,151,-52,950,98%,2%,44%,7%,16%,9%,7%,4%,2%,2%,6%,1%,1%,1%,SUPP,6%,6%,3%,100%,NA,NA,NA,NA,NA,64%,1%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP!,2%,4%,6%,100%,NA,NA,NA,NA,NA,61%,3%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,7%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,1%,-1%,0%
815,121455,Non-London,Primary,146,2.1,Low,"4,301",83,"4,384","1,990",223,787,284,350,179,216,66,144,53,92,95,"4,478","2,511",113,313,53,"3,768","3,018",164,355,80,"4,513","2,399",129,289,46,"3,680","3,005",183,317,70,"4,729","2,675",145,316,39,"3,986","3,020",170,374,69,"4,798","2,640",266,328,51,"4,302","3,098",168,"4,152",678,51,"2,776",223,350,66,"4,478","3,225",168,95,787,66,265,110,37,13,710,98%,2%,44%,5%,18%,6%,8%,4%,5%,1%,3%,1%,2%,2%,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,65%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,4%,3%,4%,100%,NA,NA,NA,NA,NA,61%,6%,8%,1%,100%,NA,NA,NA,NA,NA,62%,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,2%,0%,0%,0%
815,121456,Non-London,Primary,599,12.6,Low,"4,254",129,"4,383","2,309",47,748,235,390,202,109,44,168,49,34,74,"4,408","2,748",49,270,65,"3,720","3,018",164,355,80,"4,513","2,702",59,349,49,"3,766","3,005",183,317,70,"4,729","2,807",41,345,45,"4,021","3,020",170,374,69,"4,798","2,956",35,386,46,"4,145","3,098",168,"4,230",690,46,"3,057",47,390,44,"4,408","3,225",168,119,748,44,309,-2,120,-21,688,97%,3%,52%,1%,17%,5%,9%,5%,2%,1%,4%,1%,1%,2%,74%,1%,7%,2%,100%,NA,NA,NA,NA,NA,72%,2%,9%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,5%,100%,NA,NA,NA,NA,NA,71%,1%,9%,1%,100%,NA,NA,NA,NA,NA,69%,1%,9%,1%,100%,NA,NA,NA,NA,NA,-5%,0%,2%,-1%,0%
815,121457,Non-London,Primary,185,5.4,Low,"4,350",95,"4,445","2,135",77,893,299,336,180,163,100,203,15,22,80,"4,503","2,653",136,247,85,"3,884","3,018",164,355,80,"4,513","2,890",127,256,83,"4,211","3,005",183,317,70,"4,729","2,768",153,289,58,"4,109","3,020",170,374,69,"4,798","2,846",87,306,76,"4,207","3,098",168,"4,177",839,76,"3,027",77,336,100,"4,503","3,225",168,73,893,100,374,-59,89,15,619,98%,2%,47%,2%,20%,7%,7%,4%,4%,2%,5%,0%,0%,2%,SUPP,3%,6%,2%,100%,NA,NA,NA,NA,NA,69%,3%,6%,2%,100%,NA,NA,NA,NA,NA,67%,4%,3%,3%,100%,NA,NA,NA,NA,NA,68%,2%,7%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,1%,0%,0%
815,121458,Non-London,Primary,145,14.8,Low,"4,756",96,"4,851","2,080",115,924,336,314,179,175,50,338,50,25,174,"4,760","3,044",188,261,55,"4,523","3,018",164,355,80,"4,513",SUPP,166,227,51,"3,961","3,005",183,317,70,"4,729","2,776",134,272,40,"4,265","3,020",170,374,69,"4,798","2,819",177,266,43,"4,349","3,098",168,"4,279",799,43,"3,005",115,314,50,"4,760","3,225",168,66,924,50,-39,-73,53,-5,237,98%,2%,44%,2%,19%,7%,7%,4%,4%,1%,7%,1%,1%,4%,SUPP,4%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,6%,1%,100%,NA,NA,NA,NA,NA,65%,3%,3%,6%,100%,NA,NA,NA,NA,NA,65%,4%,6%,1%,100%,NA,NA,NA,NA,NA,63%,2%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,0%,0%
815,121459,Non-London,Primary,260,17.3,Low,"4,170",108,"4,278","2,485",52,677,216,189,52,107,68,253,104,9,84,"4,297","2,896",130,244,68,"4,121","3,018",164,355,80,"4,513","2,959",141,223,70,"4,235","3,005",183,317,70,"4,729","3,148",25,311,84,"4,698","3,020",170,374,69,"4,798","3,320",66,361,40,"4,715","3,098",168,"4,707",743,40,"3,162",52,189,68,"4,297","3,225",168,127,677,68,266,-78,-55,0,176,97%,3%,58%,1%,16%,5%,4%,1%,2%,2%,6%,2%,0%,2%,70%,3%,6%,2%,100%,NA,NA,NA,NA,NA,70%,3%,5%,2%,100%,NA,NA,NA,NA,NA,67%,1%,2%,6%,100%,NA,NA,NA,NA,NA,70%,1%,8%,1%,100%,NA,NA,NA,NA,NA,74%,1%,4%,2%,100%,NA,NA,NA,NA,NA,4%,-2%,-2%,0%,0%
815,121460,Non-London,Primary,206,1,Low,"4,001",167,"4,168","1,968",194,624,270,239,133,107,59,277,45,22,91,"4,028","2,353",298,217,69,"3,920","3,018",164,355,80,"4,513",SUPP,281,231,71,"4,009","3,005",183,317,70,"4,729","2,705",190,250,61,"4,187","3,020",170,374,69,"4,798","2,845",291,245,68,"4,460","3,098",168,"4,333",608,68,"2,592",194,239,59,"4,028","3,225",168,149,624,59,239,-104,22,-10,108,96%,4%,49%,5%,15%,7%,6%,3%,3%,1%,7%,1%,1%,2%,SUPP,8%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,7%,6%,2%,100%,NA,NA,NA,NA,NA,65%,5%,3%,7%,100%,NA,NA,NA,NA,NA,64%,7%,5%,2%,100%,NA,NA,NA,NA,NA,64%,5%,6%,1%,100%,NA,NA,NA,NA,NA,NA,-3%,0%,-1%,0%
815,121461,Non-London,Primary,368,8.2,Low,"4,029",151,"4,180","1,805",159,788,243,370,146,249,54,259,23,19,86,"4,200","2,594",67,331,44,"3,766","3,018",164,355,80,"4,513",SUPP,140,326,37,"3,913","3,005",183,317,70,"4,729","2,597",88,338,38,"3,858","3,020",170,374,69,"4,798","2,964",156,388,44,"4,533","3,098",168,"4,352",876,44,"2,593",159,370,54,"4,200","3,225",168,108,788,54,-1,92,39,10,434,96%,4%,43%,4%,19%,6%,9%,3%,6%,1%,6%,1%,0%,2%,SUPP,2%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,1%,100%,NA,NA,NA,NA,NA,68%,2%,3%,5%,100%,NA,NA,NA,NA,NA,65%,3%,9%,1%,100%,NA,NA,NA,NA,NA,62%,4%,9%,1%,100%,NA,NA,NA,NA,NA,NA,2%,0%,0%,0%
815,121462,Non-London,Primary,105,13,Low,"5,237",80,"5,317","2,077",235,"1,007",389,620,232,188,48,408,29,34,64,"5,331","3,346",46,491,72,"4,861","3,018",164,355,80,"4,513",SUPP,19,482,58,"4,710","3,005",183,317,70,"4,729","3,117",219,590,65,"5,306","3,020",170,374,69,"4,798","2,993",215,581,50,"4,993","3,098",168,"4,744","1,064",50,"3,084",235,620,48,"5,331","3,225",168,212,"1,007",48,-262,189,129,-24,470,98%,2%,39%,4%,19%,7%,12%,4%,4%,1%,8%,1%,1%,1%,SUPP,1%,10%,1%,100%,NA,NA,NA,NA,NA,SUPP,0%,10%,1%,100%,NA,NA,NA,NA,NA,59%,4%,5%,7%,100%,NA,NA,NA,NA,NA,60%,4%,12%,1%,100%,NA,NA,NA,NA,NA,58%,4%,12%,1%,100%,NA,NA,NA,NA,NA,NA,3%,2%,0%,0%
815,121463,Non-London,Primary,204,15.2,Low,"8,638",281,"8,919","4,282",17,"1,905",616,682,401,223,136,428,88,88,214,"9,081","3,210",102,297,83,"4,801","3,018",164,355,80,"4,513","2,690",204,254,66,"4,130","3,005",183,317,70,"4,729","2,908",118,254,66,"4,401","3,020",170,374,69,"4,798","3,111",84,292,77,"4,455","3,098",168,"4,336",702,77,"6,186",17,682,136,"9,081","3,225",168,88,"1,905",136,"2,976",-85,385,53,"4,280",97%,3%,47%,0%,21%,7%,8%,4%,2%,1%,5%,1%,1%,2%,67%,2%,6%,2%,100%,NA,NA,NA,NA,NA,65%,5%,6%,2%,100%,NA,NA,NA,NA,NA,66%,3%,0%,6%,100%,NA,NA,NA,NA,NA,70%,2%,7%,2%,100%,NA,NA,NA,NA,NA,68%,0%,8%,1%,100%,NA,NA,NA,NA,NA,1%,-2%,2%,-1%,0%
815,121466,Non-London,Primary,419,0.5,Low,"3,676",11,"3,687","1,826",175,766,250,287,134,109,52,84,11,17,-29,"3,682","2,608",137,249,47,"3,461","3,018",164,355,80,"4,513","2,645",138,242,48,"3,554","3,005",183,317,70,"4,729","2,579",151,257,49,"3,824","3,020",170,374,69,"4,798","2,604",178,278,38,"3,815","3,098",168,"3,928",806,38,"2,592",175,287,52,"3,682","3,225",168,225,766,52,-16,38,38,5,221,100%,0%,50%,5%,21%,7%,8%,4%,3%,1%,2%,0%,0%,-1%,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,74%,4%,7%,1%,100%,NA,NA,NA,NA,NA,68%,4%,3%,5%,100%,NA,NA,NA,NA,NA,68%,5%,7%,1%,100%,NA,NA,NA,NA,NA,70%,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,1%,1%,0%,0%
815,121469,Non-London,Primary,157,28.2,Medium,"4,924",89,"5,013","2,226",115,"1,150",372,290,233,115,173,232,70,78,52,"5,108","3,457",239,275,156,"5,600","3,599",241,447,153,"6,323",SUPP,185,293,150,"5,897","3,478",209,426,98,"5,541",SUPP,315,301,64,"5,710","3,020",170,374,69,"4,798","4,168",-76,311,135,"5,787","3,098",168,"5,534","1,487",135,"3,376",115,290,173,"5,108","3,669",257,142,"1,150",173,-81,-124,15,17,-492,98%,2%,44%,2%,23%,7%,6%,5%,2%,3%,5%,1%,2%,1%,SUPP,4%,5%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,5%,3%,100%,NA,NA,NA,NA,NA,68%,6%,3%,3%,100%,NA,NA,NA,NA,NA,72%,-1%,5%,2%,100%,NA,NA,NA,NA,NA,66%,2%,6%,3%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,0%,0%
815,121471,Non-London,Primary,93,9.7,Low,"5,049",301,"5,350","2,618",168,859,280,357,225,188,78,316,64,23,310,"5,486","2,834",152,298,63,"4,150","3,018",164,355,80,"4,513",SUPP,204,327,90,"4,879","3,005",183,317,70,"4,729","3,606",162,380,88,"5,402","3,020",170,374,69,"4,798","3,713",197,386,88,"5,612","3,098",168,"5,277",846,88,"3,477",168,357,78,"5,486","3,225",168,205,859,78,643,16,59,15,"1,336",94%,6%,48%,3%,16%,5%,7%,4%,3%,1%,6%,1%,0%,6%,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,67%,3%,5%,5%,100%,NA,NA,NA,NA,NA,66%,4%,7%,2%,100%,NA,NA,NA,NA,NA,63%,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,0%,-1%,0%
815,121472,Non-London,Primary,38,10.5,Low,"8,848",228,"9,077","4,489",650,871,866,752,437,241,159,584,151,108,180,"9,488","3,328",289,369,150,"5,436","3,018",164,355,80,"4,513","3,062",450,384,113,"5,446","3,005",183,317,70,"4,729","2,876",672,446,81,"5,487","3,020",170,374,69,"4,798","2,851","1,114",470,97,"6,008","3,098",168,"5,753",674,97,"5,360",650,752,159,"9,488","3,225",168,96,871,159,"2,032",361,383,9,"4,052",97%,3%,47%,7%,9%,9%,8%,5%,3%,2%,6%,2%,1%,2%,SUPP,5%,7%,3%,100%,NA,NA,NA,NA,NA,56%,8%,7%,2%,100%,NA,NA,NA,NA,NA,52%,12%,4%,6%,100%,NA,NA,NA,NA,NA,47%,19%,8%,2%,100%,NA,NA,NA,NA,NA,56%,7%,8%,2%,100%,NA,NA,NA,NA,NA,NA,2%,1%,-1%,0%
815,121476,Non-London,Primary,14,0,Low,"12,606",282,"12,888","6,191",594,"1,240","1,199","2,047",583,416,200,310,139,39,770,"13,727","4,201",362,723,109,"6,869","3,018",164,355,80,"4,513",SUPP,730,864,127,"7,831","3,005",183,317,70,"4,729",SUPP,-49,"1,311",160,"10,628","3,020",170,374,69,"4,798",SUPP,281,"1,468",102,"10,229","3,098",168,"10,116","1,140",102,SUPP,594,"2,047",200,"13,727","3,225",168,146,"1,240",200,SUPP,232,"1,324",91,"6,858",98%,2%,45%,4%,9%,9%,15%,4%,3%,1%,2%,1%,0%,6%,SUPP,5%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP,9%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP!,0%,5%,4%,100%,NA,NA,NA,NA,NA,SUPP,3%,14%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,15%,1%,100%,NA,NA,NA,NA,NA,SUPP,-1%,4%,-1%,0%
815,121478,Non-London,Primary,44,2.3,Low,"5,786",272,"6,058","2,752",254,600,434,815,265,411,115,610,182,37,115,"6,589","4,446",238,648,193,"6,927","3,018",164,355,80,"4,513",SUPP,364,744,182,"6,981","3,005",183,317,70,"4,729","5,167",124,867,141,"8,766","3,020",170,374,69,"4,798","5,050",493,"1,031",237,"9,403","3,098",168,"9,406","1,176",237,"3,352",254,815,115,"6,589","3,225",168,508,600,115,"-1,094",16,167,-78,-338,96%,4%,42%,4%,9%,7%,12%,4%,6%,2%,9%,3%,1%,2%,SUPP,3%,9%,3%,100%,NA,NA,NA,NA,NA,SUPP,5%,11%,3%,100%,NA,NA,NA,NA,NA,59%,1%,4%,6%,100%,NA,NA,NA,NA,NA,54%,5%,11%,3%,100%,NA,NA,NA,NA,NA,51%,4%,12%,2%,100%,NA,NA,NA,NA,NA,NA,1%,3%,-1%,0%
815,121479,Non-London,Primary,328,7.6,Low,"4,620",132,"4,753","2,464",26,647,322,342,194,240,42,128,29,55,108,"4,595","2,208",83,212,43,"3,398","3,018",164,355,80,"4,513","2,289",110,285,45,"3,679","3,005",183,317,70,"4,729","2,444",66,312,48,"3,821","3,020",170,374,69,"4,798","3,115",168,350,35,"4,798","3,098",168,"4,589",640,35,"3,110",26,342,42,"4,595","3,225",168,100,647,42,902,-57,130,-1,"1,197",97%,3%,54%,1%,14%,7%,7%,4%,5%,1%,3%,1%,1%,2%,65%,2%,6%,1%,100%,NA,NA,NA,NA,NA,62%,3%,8%,1%,100%,NA,NA,NA,NA,NA,64%,2%,4%,4%,100%,NA,NA,NA,NA,NA,65%,4%,7%,1%,100%,NA,NA,NA,NA,NA,68%,1%,7%,1%,100%,NA,NA,NA,NA,NA,3%,-1%,1%,0%,0%
815,121480,Non-London,Primary,15,13.3,Low,"13,060",61,"13,122","5,593",355,"2,019",908,"1,864",979,225,218,671,157,56,126,"13,171","6,735",307,"1,203",150,"10,562","3,018",164,355,80,"4,513",SUPP,134,"1,250",162,"10,560","3,005",183,317,70,"4,729","10,278",144,"1,842",267,"16,352","3,020",170,374,69,"4,798",SUPP,392,"1,983",296,"16,681","3,098",168,"15,431","2,253",296,SUPP,355,"1,864",218,"13,171","3,225",168,170,"2,019",218,SUPP,48,661,68,"2,609",100%,0%,42%,3%,15%,7%,14%,7%,2%,2%,5%,1%,0%,1%,SUPP,3%,11%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,12%,2%,100%,NA,NA,NA,NA,NA,63%,1%,3%,7%,100%,NA,NA,NA,NA,NA,SUPP,2%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,14%,2%,100%,NA,NA,NA,NA,NA,SUPP,0%,3%,1%,0%
815,121481,Non-London,Primary,205,8.3,Low,"5,736",450,"6,186","2,606",52,918,377,561,188,88,70,319,39,17,701,"5,939","3,136",36,255,78,"4,381","3,018",164,355,80,"4,513","3,280",6,310,67,"4,687","3,005",183,317,70,"4,729","3,130",-18,341,62,"4,724","3,020",170,374,69,"4,798","3,207",72,420,62,"5,243","3,098",168,"5,272",926,62,"3,525",52,561,70,"5,939","3,225",168,372,918,70,389,16,306,-8,"1,558",93%,7%,44%,1%,15%,6%,9%,3%,1%,1%,5%,1%,0%,12%,SUPP,1%,6%,2%,100%,NA,NA,NA,NA,NA,70%,0%,7%,1%,100%,NA,NA,NA,NA,NA,67%,0%,3%,4%,100%,NA,NA,NA,NA,NA,61%,1%,8%,1%,100%,NA,NA,NA,NA,NA,59%,1%,9%,1%,100%,NA,NA,NA,NA,NA,NA,0%,3%,-1%,0%
815,121483,Non-London,Primary,93,0,Low,"4,898",388,"5,286","2,388",176,636,566,441,241,120,124,380,38,19,106,"5,236","3,039",141,383,122,"4,803","3,018",164,355,80,"4,513",SUPP,74,401,97,"4,972","3,005",183,317,70,"4,729","2,758",121,411,115,"4,544","3,020",170,374,69,"4,798","2,929",184,431,108,"4,797","3,098",168,"4,644",576,108,"3,024",176,441,124,"5,236","3,225",168,162,636,124,-15,35,58,2,433,93%,7%,46%,3%,12%,11%,8%,5%,2%,2%,7%,1%,0%,2%,SUPP,3%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,1%,8%,2%,100%,NA,NA,NA,NA,NA,61%,3%,3%,5%,100%,NA,NA,NA,NA,NA,61%,4%,9%,2%,100%,NA,NA,NA,NA,NA,58%,3%,8%,2%,100%,NA,NA,NA,NA,NA,NA,0%,0%,-1%,0%
815,121484,Non-London,Primary,98,3.1,Low,"4,421",67,"4,488","2,371",95,686,198,292,187,113,49,249,42,13,56,"4,351","2,607",331,303,59,"3,949","3,018",164,355,80,"4,513",SUPP,188,282,59,"4,045","3,005",183,317,70,"4,729","3,020",145,297,50,"4,442","3,020",170,374,69,"4,798","3,158",154,302,58,"4,648","3,098",168,"4,463",682,58,"3,058",95,292,49,"4,351","3,225",168,69,686,49,451,-236,-11,-10,402,98%,2%,54%,2%,16%,5%,7%,4%,3%,1%,6%,1%,0%,1%,SUPP,8%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,3%,4%,100%,NA,NA,NA,NA,NA,68%,3%,6%,1%,100%,NA,NA,NA,NA,NA,70%,2%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-6%,-1%,0%,0%
815,121486,Non-London,Primary,39,15.4,Low,"6,903",247,"7,150","3,596",32,"1,209",499,607,316,220,121,235,62,46,524,"7,467","3,665",78,482,103,"5,422","3,018",164,355,80,"4,513",SUPP,175,426,100,"6,515","3,005",183,317,70,"4,729","4,461",181,642,91,"6,865","3,020",170,374,69,"4,798","4,298",80,608,95,"6,824","3,098",168,"6,587","1,075",95,"4,805",32,607,121,"7,467","3,225",168,273,"1,209",121,"1,140",-46,125,18,"2,045",97%,3%,48%,0%,16%,7%,8%,4%,3%,2%,3%,1%,1%,7%,SUPP,1%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,2%,100%,NA,NA,NA,NA,NA,65%,3%,3%,3%,100%,NA,NA,NA,NA,NA,63%,1%,9%,1%,100%,NA,NA,NA,NA,NA,64%,0%,8%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,-1%,0%,0%
815,121487,Non-London,Primary,83,8.1,Low,"5,459",153,"5,612","2,823",189,895,333,369,188,127,74,250,68,25,72,"5,412","3,321",174,370,84,"5,003","3,018",164,355,80,"4,513",SUPP,311,406,79,"4,984","3,005",183,317,70,"4,729",SUPP,230,224,79,"4,886","3,020",170,374,69,"4,798","3,395",180,342,61,"4,920","3,098",168,"4,719",847,61,"3,718",189,369,74,"5,412","3,225",168,193,895,74,397,15,-1,-10,409,97%,3%,52%,3%,17%,6%,7%,3%,2%,1%,5%,1%,0%,1%,SUPP,3%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,6%,8%,2%,100%,NA,NA,NA,NA,NA,67%,5%,2%,5%,100%,NA,NA,NA,NA,NA,69%,4%,7%,1%,100%,NA,NA,NA,NA,NA,69%,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,0%,0%,-1%,0%
815,121491,Non-London,Primary,93,17.2,Low,"5,129",156,"5,286","2,400",454,554,414,343,228,180,127,244,32,82,233,"5,291","3,136",114,401,156,"4,914","3,018",164,355,80,"4,513","3,207",308,313,121,"5,332","3,005",183,317,70,"4,729","3,202",251,306,104,"5,203","3,020",170,374,69,"4,798","3,242",646,330,109,"5,050","3,098",168,"5,067",651,109,"2,954",454,343,127,"5,291","3,225",168,75,554,127,-182,340,-58,-29,377,97%,3%,45%,9%,10%,8%,6%,4%,3%,2%,5%,1%,2%,4%,64%,2%,8%,3%,100%,NA,NA,NA,NA,NA,60%,6%,6%,2%,100%,NA,NA,NA,NA,NA,61%,5%,4%,5%,100%,NA,NA,NA,NA,NA,64%,13%,7%,2%,100%,NA,NA,NA,NA,NA,56%,9%,6%,2%,100%,NA,NA,NA,NA,NA,-8%,7%,-2%,-1%,0%
815,121493,Non-London,Primary,31,0,Low,"8,043",159,"8,202","3,999",96,"1,012",838,834,238,291,189,674,97,42,107,"8,416","3,734",198,521,100,"6,011","3,018",164,355,80,"4,513",SUPP,110,608,112,"7,054","3,005",183,317,70,"4,729","4,588",275,644,127,"7,791","3,020",170,374,69,"4,798","4,667",-126,752,121,"7,457","3,098",168,"7,469",703,121,"5,010",96,834,189,"8,416","3,225",168,120,"1,012",189,"1,276",-102,313,89,"2,405",98%,2%,48%,1%,12%,10%,10%,3%,3%,2%,8%,1%,0%,1%,SUPP,3%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,59%,4%,4%,7%,100%,NA,NA,NA,NA,NA,63%,-2%,10%,2%,100%,NA,NA,NA,NA,NA,60%,1%,10%,2%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,0%,0%
815,121495,Non-London,Primary,53,1.9,Low,"5,914",6,"5,920","3,084",118,617,407,503,599,274,54,332,140,40,135,"6,302","3,755",159,432,63,"5,407","3,018",164,355,80,"4,513",SUPP,175,402,SUPP,"5,436","3,005",183,317,70,"4,729","3,450",141,449,70,"5,934","3,020",170,374,69,"4,798","3,425",94,459,64,"5,711","3,098",168,"5,633",644,64,"3,701",118,503,54,"6,302","3,225",168,41,617,54,-54,-41,71,-9,895,100%,0%,49%,2%,10%,6%,8%,9%,4%,1%,5%,2%,1%,2%,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,SUPP,100%,NA,NA,NA,NA,NA,59%,2%,10%,3%,100%,NA,NA,NA,NA,NA,60%,2%,8%,1%,100%,NA,NA,NA,NA,NA,59%,2%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,0%,0%,0%
815,121496,Non-London,Primary,38,5.3,Low,"8,194",275,"8,469","3,618",-204,"1,160",404,798,260,333,77,497,64,39,60,"7,105","5,758",332,826,159,"9,248","3,018",164,355,80,"4,513",SUPP,932,"1,363",126,"11,600","3,005",183,317,70,"4,729","3,548",289,669,74,"6,013","3,020",170,374,69,"4,798",SUPP,179,711,59,"6,722","3,098",168,"7,347",972,59,"4,778",-204,798,77,"7,105","3,225",168,327,"1,160",77,-980,-536,-28,-82,"-2,143",97%,3%,51%,-3%,16%,6%,11%,4%,5%,1%,7%,1%,1%,1%,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,8%,12%,1%,100%,NA,NA,NA,NA,NA,59%,5%,4%,8%,100%,NA,NA,NA,NA,NA,SUPP,3%,11%,1%,100%,NA,NA,NA,NA,NA,67%,-3%,11%,1%,100%,NA,NA,NA,NA,NA,NA,-7%,2%,-1%,0%
815,121497,Non-London,Primary,73,1.4,Low,"5,193",152,"5,346","2,244",241,"1,025",240,580,213,200,64,274,97,18,106,"5,301","3,373",134,458,68,"4,896","3,018",164,355,80,"4,513",SUPP,175,523,65,"4,898","3,005",183,317,70,"4,729","3,426",208,480,51,"5,151","3,020",170,374,69,"4,798","3,379",353,542,57,"5,515","3,098",168,"5,597",923,57,"3,269",241,580,64,"5,301","3,225",168,173,"1,025",64,-104,107,122,-4,405,97%,3%,42%,5%,19%,5%,11%,4%,4%,1%,5%,2%,0%,2%,SUPP,3%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,11%,1%,100%,NA,NA,NA,NA,NA,66%,4%,3%,5%,100%,NA,NA,NA,NA,NA,61%,6%,10%,1%,100%,NA,NA,NA,NA,NA,62%,5%,11%,1%,100%,NA,NA,NA,NA,NA,NA,2%,2%,0%,0%
