LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,T1718CAT1,T1718CAT2,T1718CAT3,T1718CAT4,T1718CAT5,T1718CAT1LA,T1718CAT2LA,T1718CAT3LA,T1718CAT4LA,T1718CAT5LA,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PT1718CAT1,PT1718CAT2,PT1718CAT3,PT1718CAT4,PT1718CAT5,PT1718CAT1LA,PT1718CAT2LA,PT1718CAT3LA,PT1718CAT4LA,PT1718CAT5LA,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121322,Non-London,Primary,91,3,Low,"4,612",158,"4,770","2,274",195,641,666,344,204,218,88,124,45,15,41,"4,853",SUPP,273,419,114,"5,376","3,005",183,317,70,"4,729","3,781",60,466,124,"5,812","3,020",170,374,69,"4,798",4029,202,483,120,6385,"3,098",168,6009,967,120,"3,028",127,396,76,"4,830","3,225",168,424,75,"5,148","2,915",195,344,88,"4,853","3,256",160,450,77,"5,358",847,-329,240,-49,"4,673",97%,3%,47%,4%,13%,14%,7%,4%,5%,2%,3%,1%,0%,1%,SUPP,5%,8%,2%,100%,NA,NA,NA,NA,NA,65%,1%,3%,5%,100%,NA,NA,NA,NA,NA,63%,3%,8%,2%,100%,NA,NA,NA,NA,NA,63%,3%,8%,2%,100%,NA,NA,NA,NA,NA,60%,4%,7%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,-1%,0%,0%
815,121324,Non-London,Primary,26,19,Low,"9,316",464,"9,779","3,691",296,"1,322","1,003",920,532,345,219,681,103,73,83,"9,268",SUPP,566,606,110,"7,491","3,005",183,317,70,"4,729",SUPP,177,667,158,"7,822","3,020",170,374,69,"4,798",4523,362,744,101,7856,"3,098",168,7091,716,101,NA ,667,"1,043",257,"11,919","3,225",168,424,75,"5,148","5,013",296,920,219,"9,268","3,256",160,450,77,"5,358",288,-128,34,-32,-550,95%,5%,40%,3%,14%,10%,9%,5%,4%,2%,7%,1%,1%,1%,SUPP,8%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,3%,5%,100%,NA,NA,NA,NA,NA,58%,5%,9%,1%,100%,NA,NA,NA,NA,NA,NA,6%,9%,2%,100%,NA,NA,NA,NA,NA,54%,3%,10%,2%,100%,NA,NA,NA,NA,NA,NA,-5%,2%,1%,0%
815,121326,Non-London,Primary,67,0,Low,"6,554",62,"6,616","3,234",220,"1,161",689,585,236,266,143,498,71,30,115,"7,249","5,676",268,624,184,"8,773","3,005",183,317,70,"4,729","5,081",265,640,125,"8,279","3,020",170,374,69,"4,798",5237,211,707,151,8447,"3,098",168,7375,1184,151,"4,348",344,591,139,"7,325","3,225",168,424,75,"5,148","4,395",220,585,143,"7,249","3,256",160,450,77,"5,358","-2,414",385,-713,-665,"-4,404",99%,1%,45%,3%,16%,10%,9%,4%,4%,2%,8%,1%,1%,2%,65%,3%,7%,2%,100%,NA,NA,NA,NA,NA,62%,3%,3%,6%,100%,NA,NA,NA,NA,NA,62%,2%,8%,2%,100%,NA,NA,NA,NA,NA,59%,5%,8%,2%,100%,NA,NA,NA,NA,NA,61%,3%,8%,2%,100%,NA,NA,NA,NA,NA,-4%,0%,1%,0%,0%
815,121327,Non-London,Primary,88,6,Low,"5,233",123,"5,356","2,624",115,526,417,421,232,223,109,156,47,20,75,"4,965",SUPP,191,297,89,"4,722","3,005",183,317,70,"4,729","2,903",118,295,88,"4,563","3,020",170,374,69,"4,798",3301,88,359,88,4880,"3,098",168,4570,818,88,"3,058",109,325,88,"4,552","3,225",168,424,75,"5,148","3,150",115,421,109,"4,965","3,256",160,450,77,"5,358","-2,698",68,665,-170,-346,98%,2%,53%,2%,11%,8%,8%,4%,4%,2%,3%,1%,0%,1%,SUPP,4%,6%,2%,100%,NA,NA,NA,NA,NA,64%,3%,4%,4%,100%,NA,NA,NA,NA,NA,68%,2%,7%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,63%,2%,8%,2%,100%,NA,NA,NA,NA,NA,NA,-2%,2%,0%,0%
815,121330,Non-London,Primary,152,41,High,"5,994",105,"6,099","2,067",243,904,493,463,268,926,117,140,49,103,121,"5,894","3,369",237,368,97,"5,541","3,478",209,426,98,"5,541","3,015",253,373,115,"5,274","3,020",170,374,69,"4,798",3491,192,456,104,6407,"3,098",168,6188,1125,104,"3,410",257,493,103,"6,683","3,669",257,429,103,"6,221","2,971",243,463,117,"5,894","3,957",169,512,107,"6,612","1,674",56,-138,-206,"1,055",98%,2%,35%,4%,15%,8%,8%,4%,15%,2%,2%,1%,2%,2%,61%,4%,7%,2%,100%,NA,NA,NA,NA,NA,57%,5%,3%,2%,100%,NA,NA,NA,NA,NA,54%,3%,7%,2%,100%,NA,NA,NA,NA,NA,51%,4%,7%,2%,100%,NA,NA,NA,NA,NA,50%,4%,8%,2%,100%,NA,NA,NA,NA,NA,-11%,0%,1%,0%,0%
815,121331,Non-London,Primary,245,10,Low,"4,524",162,"4,686","2,200",167,742,330,315,176,188,64,187,64,25,96,"4,553","2,726",90,265,52,"4,151","3,005",183,317,70,"4,729","2,732",190,268,63,"4,149","3,020",170,374,69,"4,798",2838,134,290,47,4281,"3,098",168,4191,697,47,"3,054",126,318,57,"4,490","3,225",168,424,75,"5,148","2,942",167,315,64,"4,553","3,256",160,450,77,"5,358","2,513",-419,390,19,"-5,107",97%,3%,48%,4%,16%,7%,7%,4%,4%,1%,4%,1%,1%,2%,66%,2%,6%,1%,100%,NA,NA,NA,NA,NA,66%,5%,3%,3%,100%,NA,NA,NA,NA,NA,66%,3%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,7%,1%,100%,NA,NA,NA,NA,NA,65%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-1%,2%,1%,0%,0%
815,121332,Non-London,Primary,119,0,Low,"6,740",86,"6,826","3,350",127,"1,204",356,553,157,251,85,372,48,176,216,"6,895",SUPP,182,691,100,"7,704","3,005",183,317,70,"4,729","7,840",237,"1,183",211,"12,039","3,020",170,374,69,"4,798",11761,474,1554,224,18456,"3,098",168,16456,2761,224,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"4,554",127,553,85,"6,895","3,256",160,450,77,"5,358",361,-128,-425,-127,"-1,505",99%,1%,49%,2%,18%,5%,8%,2%,4%,1%,5%,1%,3%,3%,SUPP,2%,9%,1%,100%,NA,NA,NA,NA,NA,65%,2%,2%,6%,100%,NA,NA,NA,NA,NA,64%,3%,8%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,66%,2%,8%,1%,100%,NA,NA,NA,NA,NA,NA,0%,-1%,0%,0%
815,121333,Non-London,Primary,212,0,Low,"5,301",196,"5,497","2,612",55,"1,067",332,318,178,143,82,201,56,25,117,"5,187",SUPP,166,304,83,"4,735","3,005",183,317,70,"4,729","2,871",250,261,61,"4,213","3,020",170,374,69,"4,798",3206,155,281,69,4499,"3,098",168,4802,962,69,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,679",55,318,82,"5,187","3,256",160,450,77,"5,358",762,-181,"1,082",43,"2,502",96%,4%,50%,1%,21%,6%,6%,3%,3%,2%,4%,1%,1%,2%,SUPP,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,6%,3%,3%,100%,NA,NA,NA,NA,NA,71%,3%,6%,2%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,71%,1%,6%,2%,100%,NA,NA,NA,NA,NA,NA,-3%,0%,0%,0%
815,121334,Non-London,Primary,225,34,Medium,"5,008",95,"5,104","2,471",213,555,454,536,315,177,97,236,35,65,82,"5,236","2,944",353,415,77,"5,143","3,478",209,426,98,"5,541","3,078",287,475,72,"5,325","3,471",181,455,90,"5,585",2874,207,439,65,4697,"3,624",164,4826,590,65,"3,155",292,516,98,"5,508","3,225",168,424,75,"5,148","3,026",213,536,97,"5,236","3,880",382,536,69,"6,488",715,282,332,-45,-950,98%,2%,47%,4%,11%,9%,11%,6%,4%,2%,5%,1%,1%,2%,57%,7%,8%,1%,100%,NA,NA,NA,NA,NA,57%,5%,4%,8%,100%,NA,NA,NA,NA,NA,61%,4%,9%,1%,100%,NA,NA,NA,NA,NA,57%,5%,9%,2%,100%,NA,NA,NA,NA,NA,58%,4%,10%,2%,100%,NA,NA,NA,NA,NA,1%,-3%,2%,1%,0%
815,121336,Non-London,Primary,189,20,Low,"5,995",51,"6,046","2,915",45,894,577,370,211,167,93,361,65,48,150,"5,895","3,231",71,368,100,"5,350","3,478",209,426,98,"5,541","3,050",141,384,90,"4,879","3,471",181,455,90,"5,585",3177,118,392,80,5122,"3,624",164,5142,785,80,"3,383",81,367,81,"5,467","3,225",168,424,75,"5,148","3,809",45,370,93,"5,895","3,256",160,450,77,"5,358",-906,-248,664,-6,"-1,010",99%,1%,49%,1%,15%,10%,6%,4%,3%,2%,6%,1%,1%,3%,60%,1%,7%,2%,100%,NA,NA,NA,NA,NA,63%,3%,4%,3%,100%,NA,NA,NA,NA,NA,62%,2%,8%,2%,100%,NA,NA,NA,NA,NA,62%,1%,7%,1%,100%,NA,NA,NA,NA,NA,65%,1%,6%,2%,100%,NA,NA,NA,NA,NA,5%,0%,-1%,0%,0%
815,121337,Non-London,Primary,100,3,Low,"5,598",5,"5,602","2,843",137,903,462,460,238,140,104,192,85,33,108,"5,705",SUPP,289,309,85,"4,885","3,005",183,317,70,"4,729","2,630",236,296,47,"4,181","3,020",170,374,69,"4,798",2899,180,297,50,4370,"3,098",168,4742,713,50,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,746",137,460,104,"5,705","3,256",160,450,77,"5,358",856,-274,200,-61,"-1,269",100%,0%,50%,2%,16%,8%,8%,4%,3%,2%,3%,2%,1%,2%,SUPP,6%,6%,2%,100%,NA,NA,NA,NA,NA,63%,6%,5%,3%,100%,NA,NA,NA,NA,NA,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,66%,2%,8%,2%,100%,NA,NA,NA,NA,NA,NA,-4%,2%,0%,0%
815,121338,Non-London,Primary,448,6,Low,"4,471",105,"4,576","2,231",112,928,313,383,177,130,67,172,26,56,93,"4,687","3,070",323,281,56,"4,579","3,005",183,317,70,"4,729","2,499",201,270,49,"3,809","3,020",170,374,69,"4,798",2821,215,304,45,4162,"3,098",168,4139,899,45,"3,193",143,327,50,"4,587","3,225",168,424,75,"5,148","3,159",112,383,67,"4,687","3,256",160,450,77,"5,358",NA,-333,-375,NA,"-7,529",98%,2%,48%,2%,20%,7%,8%,4%,3%,2%,4%,1%,1%,2%,67%,7%,6%,1%,100%,NA,NA,NA,NA,NA,65%,5%,3%,3%,100%,NA,NA,NA,NA,NA,68%,5%,7%,1%,100%,NA,NA,NA,NA,NA,70%,3%,7%,1%,100%,NA,NA,NA,NA,NA,67%,2%,8%,1%,100%,NA,NA,NA,NA,NA,0%,-5%,2%,0%,0%
815,121342,Non-London,Primary,99,6,Low,"4,766",267,"5,033","2,348",205,830,318,323,211,145,82,510,47,52,113,"5,183",SUPP,256,357,106,"5,076","3,005",183,317,70,"4,729","2,927",170,340,65,"4,798","3,020",170,374,69,"4,798",3500,194,344,76,5457,"3,098",168,5202,981,76,"3,415",102,347,83,"5,375","3,225",168,424,75,"5,148","3,178",205,323,82,"5,183","3,256",160,450,77,"5,358","-1,922","1,324","-1,980",-611,"-2,519",95%,5%,45%,4%,16%,6%,6%,4%,3%,2%,10%,1%,1%,2%,SUPP,5%,7%,2%,100%,NA,NA,NA,NA,NA,61%,4%,3%,7%,100%,NA,NA,NA,NA,NA,64%,4%,6%,1%,100%,NA,NA,NA,NA,NA,64%,2%,6%,2%,100%,NA,NA,NA,NA,NA,61%,4%,6%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,-1%,0%,0%
815,121343,Non-London,Primary,202,6,Low,"4,834",29,"4,862","2,084",224,"1,062",230,428,52,147,68,250,42,67,101,"4,755",SUPP,420,404,77,"4,743","3,005",183,317,70,"4,729",SUPP,659,354,59,"4,486","3,020",170,374,69,"4,798",2959,261,368,62,4563,"3,098",168,4515,745,62,"2,963",237,400,66,"4,484","3,225",168,424,75,"5,148","3,146",224,428,68,"4,755","3,256",160,450,77,"5,358",NA,"-30,329","-8,207",-602,"-103,481",99%,1%,44%,5%,22%,5%,9%,1%,3%,1%,5%,1%,1%,2%,SUPP,9%,9%,2%,100%,NA,NA,NA,NA,NA,58%,15%,1%,5%,100%,NA,NA,NA,NA,NA,65%,6%,8%,1%,100%,NA,NA,NA,NA,NA,66%,5%,9%,1%,100%,NA,NA,NA,NA,NA,66%,5%,9%,1%,100%,NA,NA,NA,NA,NA,NA,-4%,0%,-1%,0%
815,121344,Non-London,Primary,216,0,Low,"5,324",59,"5,383","2,383",257,"1,252",278,373,423,166,63,191,43,82,51,"5,560",SUPP,56,406,65,"5,413","3,005",183,317,70,"4,729","2,913",91,326,60,"4,246","3,020",170,374,69,"4,798",2658,85,313,44,3893,"3,098",168,4142,779,44,"3,267",229,333,59,"4,914","3,225",168,424,75,"5,148","3,635",257,373,63,"5,560","3,256",160,450,77,"5,358","-14,925",924,"-1,079",-229,"-37,263",99%,1%,43%,5%,23%,5%,7%,8%,3%,1%,4%,1%,2%,1%,SUPP,1%,8%,1%,100%,NA,NA,NA,NA,NA,69%,2%,5%,3%,100%,NA,NA,NA,NA,NA,68%,2%,8%,1%,100%,NA,NA,NA,NA,NA,66%,5%,7%,1%,100%,NA,NA,NA,NA,NA,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,NA,4%,-1%,0%,0%
815,121349,Non-London,Primary,207,15,Low,"4,933",71,"5,004","2,291",123,914,252,417,200,151,58,159,53,50,50,"4,718","2,906",164,317,62,"4,196","3,005",183,317,70,"4,729","3,125",182,338,56,"4,617","3,020",170,374,69,"4,798",3141,278,360,49,4775,"3,098",168,4899,917,49,"3,266",205,436,53,"5,145","3,225",168,424,75,"5,148","3,205",123,417,58,"4,718","3,256",160,450,77,"5,358",NA,7,50,NA,468,99%,1%,49%,3%,19%,5%,8%,4%,3%,1%,3%,1%,1%,1%,69%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,4%,4%,6%,100%,NA,NA,NA,NA,NA,66%,6%,8%,1%,100%,NA,NA,NA,NA,NA,63%,4%,8%,1%,100%,NA,NA,NA,NA,NA,68%,3%,9%,1%,100%,NA,NA,NA,NA,NA,-1%,-1%,1%,0%,0%
815,121350,Non-London,Primary,228,5,Low,"4,839",59,"4,897","1,948",344,995,308,569,186,199,34,310,34,43,38,"5,008",SUPP,59,765,47,"5,311","3,005",183,317,70,"4,729","2,795",54,668,82,"4,433","3,020",170,374,69,"4,798",2879,67,660,54,4473,"3,098",168,4415,809,54,"2,702",168,570,64,"4,384","3,225",168,424,75,"5,148","2,943",344,569,34,"5,008","3,256",160,450,77,"5,358",NA,-433,350,6,"-1,403",99%,1%,39%,7%,20%,6%,12%,4%,4%,1%,6%,1%,1%,1%,SUPP,1%,14%,1%,100%,NA,NA,NA,NA,NA,63%,1%,3%,4%,100%,NA,NA,NA,NA,NA,64%,1%,15%,1%,100%,NA,NA,NA,NA,NA,62%,4%,13%,1%,100%,NA,NA,NA,NA,NA,59%,7%,11%,1%,100%,NA,NA,NA,NA,NA,NA,6%,-3%,0%,0%
815,121355,Non-London,Primary,58,9,Low,"6,357",129,"6,486","2,822",112,979,443,850,167,163,81,476,74,2,-764,"5,404",SUPP,208,365,73,"5,099","3,005",183,317,70,"4,729","3,756",291,477,72,"6,203","3,020",170,374,69,"4,798",3779,272,439,57,5813,"3,098",168,5902,703,57,"3,294",187,606,65,"5,542","3,225",168,424,75,"5,148","3,801",112,850,81,"5,404","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,98%,2%,52%,2%,18%,7%,13%,3%,3%,1%,7%,1%,0%,-12%,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,61%,5%,3%,9%,100%,NA,NA,NA,NA,NA,65%,5%,8%,1%,100%,NA,NA,NA,NA,NA,59%,3%,11%,1%,100%,NA,NA,NA,NA,NA,70%,2%,16%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,9%,0%,0%
815,121356,Non-London,Primary,262,11,Low,"4,100",161,"4,261","2,071",126,832,309,326,54,120,60,348,45,5,116,"4,411",SUPP,121,231,56,"3,592","3,005",183,317,70,"4,729",SUPP,113,234,56,"3,591","3,020",170,374,69,"4,798",2459,98,260,44,3584,"3,098",168,3822,496,44,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"2,903",126,326,60,"4,411","3,256",160,450,77,"5,358",801,-173,85,3,"1,270",96%,4%,47%,3%,19%,7%,8%,1%,3%,1%,8%,1%,0%,3%,SUPP,3%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,0%,8%,100%,NA,NA,NA,NA,NA,69%,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,66%,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,0%,1%,-1%,0%
815,121357,Non-London,Primary,415,4,Low,"4,005",103,"4,108","2,165",52,811,169,221,181,118,46,180,46,12,71,"4,073",SUPP,96,181,47,"3,382","3,005",183,317,70,"4,729","2,517",115,235,47,"3,644","3,020",170,374,69,"4,798",2754,100,235,38,3875,"3,098",168,3848,651,38,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"2,976",52,221,46,"4,073","3,256",160,450,77,"5,358",NA,-28,52,NA,470,98%,3%,53%,1%,20%,4%,5%,4%,3%,1%,4%,1%,0%,2%,SUPP,3%,5%,1%,100%,NA,NA,NA,NA,NA,69%,3%,3%,5%,100%,NA,NA,NA,NA,NA,71%,3%,6%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,73%,1%,5%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,0%,0%,0%
815,121358,Non-London,Primary,198,12,Low,"4,354",107,"4,461","2,154",141,711,336,239,232,155,58,235,40,8,138,"4,448","2,702",183,190,60,"4,099","3,005",183,317,70,"4,729","2,767",144,254,70,"4,241","3,020",170,374,69,"4,798",2945,90,145,62,4244,"3,098",168,4259,744,62,"2,953",64,234,54,"4,363","3,225",168,424,75,"5,148","2,865",141,239,58,"4,448","3,256",160,450,77,"5,358",NA,18,89,-8,395,98%,2%,48%,3%,16%,8%,5%,5%,4%,1%,5%,1%,0%,3%,66%,4%,5%,1%,100%,NA,NA,NA,NA,NA,65%,3%,4%,6%,100%,NA,NA,NA,NA,NA,69%,2%,3%,1%,100%,NA,NA,NA,NA,NA,68%,1%,5%,1%,100%,NA,NA,NA,NA,NA,64%,3%,5%,1%,100%,NA,NA,NA,NA,NA,-2%,-1%,0%,0%,0%
815,121359,Non-London,Primary,223,14,Low,"4,736",155,"4,891","2,240",158,911,270,296,212,159,72,241,39,16,106,"4,721",SUPP,175,187,42,"3,573","3,005",183,317,70,"4,729","2,720",276,219,52,"4,103","3,020",170,374,69,"4,798",3127,154,247,51,4444,"3,098",168,4284,725,51,"3,312",111,279,59,"4,737","3,225",168,424,75,"5,148","3,151",158,296,72,"4,721","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,97%,3%,47%,3%,19%,6%,6%,4%,3%,2%,5%,1%,0%,2%,SUPP,5%,5%,1%,100%,NA,NA,NA,NA,NA,66%,7%,3%,6%,100%,NA,NA,NA,NA,NA,70%,3%,6%,1%,100%,NA,NA,NA,NA,NA,70%,2%,6%,1%,100%,NA,NA,NA,NA,NA,67%,3%,6%,2%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,1%,0%
815,121361,Non-London,Primary,212,2,Low,"3,855",194,"4,049","1,876",272,643,286,375,190,176,59,204,34,128,80,"4,321",SUPP,191,277,53,"3,567","3,005",183,317,70,"4,729","2,387",163,311,43,"3,799","3,020",170,374,69,"4,798",2515,164,393,52,4065,"3,098",168,4013,485,52,"2,385",145,356,58,"4,184","3,225",168,424,75,"5,148","2,519",272,375,59,"4,321","3,256",160,450,77,"5,358",-188,5,8,-4,49,95%,5%,43%,7%,15%,7%,9%,5%,4%,2%,5%,1%,3%,2%,SUPP,5%,8%,1%,100%,NA,NA,NA,NA,NA,62%,4%,3%,4%,100%,NA,NA,NA,NA,NA,62%,4%,10%,1%,100%,NA,NA,NA,NA,NA,57%,3%,9%,1%,100%,NA,NA,NA,NA,NA,58%,6%,9%,1%,100%,NA,NA,NA,NA,NA,NA,1%,1%,0%,0%
815,121362,Non-London,Primary,224,5,Low,"4,106",89,"4,194","1,904",192,752,283,374,191,164,59,179,37,33,115,"4,283","2,221",151,279,52,"3,560","3,005",183,317,70,"4,729","2,462",100,296,47,"3,821","3,020",170,374,69,"4,798",2525,186,340,56,4045,"3,098",168,4037,672,56,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"2,656",192,374,59,"4,283","3,256",160,450,77,"5,358",223,34,-6,-16,468,98%,2%,45%,5%,18%,7%,9%,5%,4%,1%,4%,1%,1%,3%,62%,4%,8%,1%,100%,NA,NA,NA,NA,NA,65%,3%,4%,5%,100%,NA,NA,NA,NA,NA,62%,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,62%,4%,9%,1%,100%,NA,NA,NA,NA,NA,0%,0%,1%,0%,0%
815,121363,Non-London,Primary,195,8,Low,"4,839",132,"4,971","2,533",115,996,297,375,374,177,65,117,14,77,108,"5,249",SUPP,182,268,74,"4,211","3,005",183,317,70,"4,729",SUPP,84,287,66,"4,308","3,020",170,374,69,"4,798",2611,105,286,57,3936,"3,098",168,3825,673,57,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,529",115,375,65,"5,249","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,97%,3%,48%,2%,19%,6%,8%,8%,4%,1%,2%,0%,2%,2%,SUPP,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,2%,7%,3%,100%,NA,NA,NA,NA,NA,66%,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,67%,2%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,-1%,0%
815,121364,Non-London,Primary,121,6,Low,"4,314",277,"4,591","2,274",122,383,474,432,188,105,101,326,75,16,11,"4,508",SUPP,297,300,70,"4,239","3,005",183,317,70,"4,729","3,080",386,347,80,"4,721","3,020",170,374,69,"4,798",2889,199,308,72,4234,"3,098",168,3908,560,72,"3,085",310,486,94,"5,056","3,225",168,424,75,"5,148","2,657",122,432,101,"4,508","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,94%,6%,50%,3%,9%,10%,9%,4%,2%,2%,7%,2%,0%,0%,SUPP,7%,7%,2%,100%,NA,NA,NA,NA,NA,65%,8%,3%,3%,100%,NA,NA,NA,NA,NA,68%,5%,7%,2%,100%,NA,NA,NA,NA,NA,61%,6%,10%,2%,100%,NA,NA,NA,NA,NA,59%,3%,10%,2%,100%,NA,NA,NA,NA,NA,NA,-4%,3%,0%,0%
815,121365,Non-London,Primary,254,16,Low,"5,438",218,"5,656","2,478",121,"1,092",341,345,183,794,56,276,67,74,234,"6,060","3,359",53,251,68,"5,039","3,005",183,317,70,"4,729","3,201",167,250,68,"4,765","3,020",170,374,69,"4,798",3052,39,292,57,4986,"3,098",168,5281,791,57,"3,418",112,302,72,"5,846","3,225",168,424,75,"5,148","3,570",121,345,56,"6,060","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,96%,4%,41%,2%,18%,6%,6%,3%,14%,1%,5%,1%,1%,4%,67%,1%,5%,1%,100%,NA,NA,NA,NA,NA,68%,4%,3%,5%,100%,NA,NA,NA,NA,NA,61%,1%,6%,1%,100%,NA,NA,NA,NA,NA,58%,2%,5%,1%,100%,NA,NA,NA,NA,NA,59%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-8%,1%,1%,0%,0%
815,121368,Non-London,Primary,223,37,High,"5,777",113,"5,889","2,566",95,997,494,529,237,180,97,304,99,62,95,"5,755","3,478",284,470,117,"5,903","3,478",209,426,98,"5,541","3,312",181,477,126,"5,585","3,471",181,455,90,"5,585",3476,114,420,92,5401,"3,624",164,5428,924,92,"3,404",95,396,90,"5,253","3,669",257,429,103,"6,221","3,563",95,529,97,"5,755","3,957",169,512,107,"6,612",NA,-81,37,NA,596,98%,2%,45%,2%,17%,8%,9%,4%,3%,2%,5%,2%,1%,2%,59%,5%,8%,2%,100%,NA,NA,NA,NA,NA,59%,3%,4%,7%,100%,NA,NA,NA,NA,NA,64%,2%,8%,2%,100%,NA,NA,NA,NA,NA,65%,2%,8%,2%,100%,NA,NA,NA,NA,NA,62%,2%,9%,2%,100%,NA,NA,NA,NA,NA,3%,-3%,1%,0%,0%
