LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,T1718CAT1,T1718CAT2,T1718CAT3,T1718CAT4,T1718CAT5,T1718CAT1LA,T1718CAT2LA,T1718CAT3LA,T1718CAT4LA,T1718CAT5LA,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PT1718CAT1,PT1718CAT2,PT1718CAT3,PT1718CAT4,PT1718CAT5,PT1718CAT1LA,PT1718CAT2LA,PT1718CAT3LA,PT1718CAT4LA,PT1718CAT5LA,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121301,Non-London,Primary,92,12,Low,"5,671",45,"5,717","2,398",280,"1,086",500,420,267,221,91,412,58,34,166,"5,933",SUPP,238,274,87,"5,322","3,478",209,426,98,"5,541","4,126",289,309,94,"6,203","3,471",181,455,90,"5,585",3511,198,291,67,5487,"3,624",164,5796,849,67,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,484",280,420,91,"5,933","3,256",160,450,77,"5,358",191,-3,14,0,257,99%,1%,40%,5%,18%,9%,7%,5%,4%,2%,7%,1%,1%,3%,SUPP,4%,5%,2%,100%,NA,NA,NA,NA,NA,66%,5%,4%,3%,100%,NA,NA,NA,NA,NA,64%,4%,5%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,59%,5%,7%,2%,100%,NA,NA,NA,NA,NA,NA,1%,2%,0%,0%
815,121302,Non-London,Primary,51,4,Low,"6,600",492,"7,092","3,416",244,861,467,601,286,221,113,500,38,17,156,"6,920",SUPP,667,867,220,"8,849","3,005",183,317,70,"4,729",SUPP,350,676,79,"6,992","3,020",170,374,69,"4,798",NA,169,725,176,8040,"3,098",168,7861,736,176,NA ,236,570,87,"6,101","3,225",168,424,75,"5,148",NA,244,601,113,"6,920","3,256",160,450,77,"5,358",-308,-172,-110,-32,"-1,049",93%,7%,NA,3%,NA,7%,9%,4%,3%,2%,7%,1%,0%,2%,SUPP,8%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,3%,5%,100%,NA,NA,NA,NA,NA,NA,2%,9%,2%,100%,NA,NA,NA,NA,NA,NA,4%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,-4%,-1%,0%,0%
815,121303,Non-London,Primary,221,14,Low,"5,394",113,"5,506","2,385",74,802,323,271,202,913,66,224,45,14,99,"5,420","2,330",103,153,50,"3,660","3,005",183,317,70,"4,729","2,564",60,175,57,"4,077","3,020",170,374,69,"4,798",2681,74,176,46,4732,"3,098",168,4739,520,46,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,187",74,271,66,"5,420","3,256",160,450,77,"5,358",27,-63,-118,-1,-231,98%,2%,44%,1%,15%,6%,5%,4%,17%,1%,4%,1%,0%,2%,64%,3%,4%,1%,100%,NA,NA,NA,NA,NA,63%,1%,3%,6%,100%,NA,NA,NA,NA,NA,57%,2%,4%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,59%,1%,5%,1%,100%,NA,NA,NA,NA,NA,-5%,-2%,1%,0%,0%
815,121305,Non-London,Primary,260,16,Low,"5,468",108,"5,577","2,271",205,675,322,424,176,818,85,219,20,44,119,"5,380","2,634",143,330,68,"4,187","3,005",183,317,70,"4,729","2,861",38,369,75,"4,332","3,020",170,374,69,"4,798",2754,43,398,65,4794,"3,098",168,4581,579,65,"2,737",223,443,80,"5,082","3,225",168,424,75,"5,148","2,946",205,424,85,"5,380","3,256",160,450,77,"5,358",321,29,58,-15,457,98%,2%,42%,4%,13%,6%,8%,3%,15%,2%,4%,0%,1%,2%,63%,3%,8%,2%,100%,NA,NA,NA,NA,NA,66%,1%,3%,5%,100%,NA,NA,NA,NA,NA,57%,1%,8%,1%,100%,NA,NA,NA,NA,NA,54%,4%,9%,2%,100%,NA,NA,NA,NA,NA,55%,4%,8%,2%,100%,NA,NA,NA,NA,NA,-8%,1%,0%,0%,0%
815,121306,Non-London,Primary,124,3,Low,"5,586",150,"5,736","2,654",184,722,450,474,226,168,90,253,82,13,24,"5,340","2,641",258,298,75,"4,215","3,005",183,317,70,"4,729","2,475",234,289,47,"3,966","3,020",170,374,69,"4,798",2721,196,280,56,4158,"3,098",168,4440,622,56,"3,685",254,350,98,"5,705","3,225",168,424,75,"5,148","3,376",184,474,90,"5,340","3,256",160,450,77,"5,358",-100,18,99,15,27,97%,3%,50%,3%,14%,8%,8%,4%,3%,2%,4%,1%,0%,0%,63%,6%,7%,2%,100%,NA,NA,NA,NA,NA,63%,6%,3%,5%,100%,NA,NA,NA,NA,NA,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,65%,4%,6%,2%,100%,NA,NA,NA,NA,NA,63%,3%,9%,2%,100%,NA,NA,NA,NA,NA,0%,-3%,2%,0%,0%
815,121308,Non-London,Primary,275,15,Low,"4,382",101,"4,483","2,259",233,645,309,314,226,155,51,266,64,46,53,"4,621",SUPP,304,230,42,"3,902","3,005",183,317,70,"4,729","2,350",342,239,36,"3,867","3,020",170,374,69,"4,798",2659,172,256,42,4123,"3,098",168,4209,530,42,"2,712",149,253,55,"4,227","3,225",168,424,75,"5,148","2,904",233,314,51,"4,621","3,256",160,450,77,"5,358",NA,NA,NA,NA,NA,98%,2%,49%,5%,14%,7%,7%,5%,4%,1%,6%,1%,1%,1%,SUPP,8%,6%,1%,100%,NA,NA,NA,NA,NA,61%,9%,4%,5%,100%,NA,NA,NA,NA,NA,64%,4%,6%,1%,100%,NA,NA,NA,NA,NA,64%,4%,6%,1%,100%,NA,NA,NA,NA,NA,63%,5%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-3%,1%,0%,0%
815,121309,Non-London,Primary,40,0,Low,"6,690",522,"7,211","2,740",86,"1,366",568,762,229,220,125,606,119,98,139,"7,057","3,558",217,550,90,"6,052","3,005",183,317,70,"4,729","3,474",366,547,79,"6,343","3,020",170,374,69,"4,798",4135,160,595,102,6775,"3,098",168,6671,917,102,"3,962",-27,502,100,"6,013","3,225",168,424,75,"5,148","4,106",86,762,125,"7,057","3,256",160,450,77,"5,358",220,27,-30,21,453,93%,7%,39%,1%,19%,8%,11%,3%,3%,2%,8%,2%,1%,2%,59%,4%,9%,1%,100%,NA,NA,NA,NA,NA,55%,6%,4%,8%,100%,NA,NA,NA,NA,NA,61%,2%,9%,2%,100%,NA,NA,NA,NA,NA,66%,0%,8%,2%,100%,NA,NA,NA,NA,NA,58%,1%,11%,2%,100%,NA,NA,NA,NA,NA,-1%,-3%,2%,1%,0%
815,121310,Non-London,Primary,42,5,Low,"7,053",420,"7,473","3,364",501,711,482,832,225,183,69,480,107,18,150,"7,122","4,115",158,651,90,"6,291","3,005",183,317,70,"4,729","3,891",123,669,102,"6,135","3,020",170,374,69,"4,798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,516",686,863,85,"6,459","3,225",168,424,75,"5,148","4,075",501,832,69,"7,122","3,256",160,450,77,"5,358",314,35,-13,14,296,94%,6%,47%,7%,10%,6%,11%,3%,2%,1%,6%,1%,0%,2%,65%,3%,10%,1%,100%,NA,NA,NA,NA,NA,63%,2%,3%,5%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,54%,11%,13%,1%,100%,NA,NA,NA,NA,NA,57%,7%,12%,1%,100%,NA,NA,NA,NA,NA,-8%,4%,2%,0%,0%
815,121311,Non-London,Primary,70,6,Low,"7,633",208,"7,841","3,358",11,"1,097",675,"1,269",237,174,171,280,163,395,139,"7,969","4,189",196,"1,406",198,"8,192","3,005",183,317,70,"4,729","4,318",151,"1,500",161,"8,249","3,020",170,374,69,"4,798",4546,120,1504,187,8265,"3,098",168,8200,1094,187,"4,539",252,"1,379",178,"8,329","3,225",168,424,75,"5,148","4,455",11,"1,269",171,"7,969","3,256",160,450,77,"5,358",133,116,156,0,563,97%,3%,42%,0%,14%,9%,16%,3%,2%,2%,4%,2%,5%,2%,51%,2%,17%,2%,100%,NA,NA,NA,NA,NA,52%,2%,3%,5%,100%,NA,NA,NA,NA,NA,55%,1%,18%,2%,100%,NA,NA,NA,NA,NA,54%,3%,17%,2%,100%,NA,NA,NA,NA,NA,56%,0%,16%,2%,100%,NA,NA,NA,NA,NA,5%,-2%,-1%,0%,0%
815,121312,Non-London,Primary,269,11,Low,"4,084",129,"4,213","2,162",211,637,246,248,194,140,53,181,31,78,81,"4,262","2,696",260,209,59,"4,006","3,005",183,317,70,"4,729","2,823",166,219,59,"4,122","3,020",170,374,69,"4,798",3039,135,236,52,4398,"3,098",168,4119,657,52,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"2,799",211,248,53,"4,262","3,256",160,450,77,"5,358",-505,30,-77,-8,-499,97%,3%,51%,5%,15%,6%,6%,5%,3%,1%,4%,1%,2%,2%,67%,6%,5%,1%,100%,NA,NA,NA,NA,NA,68%,4%,3%,5%,100%,NA,NA,NA,NA,NA,69%,3%,5%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,66%,5%,6%,1%,100%,NA,NA,NA,NA,NA,-1%,-1%,1%,0%,0%
815,121314,Non-London,Primary,337,39,High,"7,291",126,"7,417","2,793",77,"1,722",376,494,253,"1,059",85,189,14,41,224,"7,329","3,812",368,323,72,"5,748","3,567",264,324,72,"5,378","3,993",232,335,23,"5,787","3,900",247,364,63,"5,886",3872,196,362,91,6284,"3,845",192,6162,1298,91,"4,446",295,524,49,"7,162","4,446",295,524,49,"7,162","4,515",77,494,85,"7,329","3,957",169,512,107,"6,612",260,-92,-71,-11,123,98%,2%,38%,1%,24%,5%,7%,3%,14%,1%,3%,0%,1%,3%,66%,6%,6%,1%,100%,NA,NA,NA,NA,NA,69%,4%,4%,3%,100%,NA,NA,NA,NA,NA,62%,3%,6%,1%,100%,NA,NA,NA,NA,NA,62%,4%,7%,1%,100%,NA,NA,NA,NA,NA,62%,1%,7%,1%,100%,NA,NA,NA,NA,NA,-4%,-5%,1%,0%,0%
815,121317,Non-London,Primary,362,35,Medium,"5,448",56,"5,504","2,641",177,"1,037",276,405,238,285,69,236,43,73,91,"5,571","3,567",264,361,9,"5,378","3,567",264,324,72,"5,378","3,471",123,314,52,"5,033","3,471",181,455,90,"5,585",3554,114,363,50,5229,"3,624",164,5407,1102,50,"3,944",88,429,39,"5,745","3,669",257,429,103,"6,221","3,678",177,405,69,"5,571","3,880",382,536,69,"6,488",NA,-27,-40,-8,"2,090",99%,1%,47%,3%,19%,5%,7%,4%,5%,1%,4%,1%,1%,2%,66%,5%,7%,0%,100%,NA,NA,NA,NA,NA,69%,2%,4%,4%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,69%,2%,7%,1%,100%,NA,NA,NA,NA,NA,66%,3%,7%,1%,100%,NA,NA,NA,NA,NA,0%,-2%,0%,1%,0%
815,121319,Non-London,Primary,777,21,Medium,"4,838",92,"4,930","2,169",175,"1,227",227,349,190,175,40,270,19,53,76,"4,971","2,421",159,192,28,"3,457","3,005",183,317,70,"4,729","3,433",176,264,39,"4,733","3,020",170,374,69,"4,798",3389,114,284,27,4609,"3,098",168,4718,1158,27,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,396",175,349,40,"4,971","3,880",382,536,69,"6,488",260,96,243,6,630,98%,2%,44%,4%,25%,5%,7%,4%,4%,1%,6%,0%,1%,2%,70%,5%,6%,1%,100%,NA,NA,NA,NA,NA,73%,4%,2%,4%,100%,NA,NA,NA,NA,NA,74%,2%,6%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,68%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-2%,-1%,1%,0%,0%
815,121321,Non-London,Primary,632,17,Low,"4,626",63,"4,689","2,288",21,"1,064",225,249,195,175,41,191,18,30,77,"4,573","2,962",197,181,47,"4,313","3,005",183,317,70,"4,729","3,100",136,226,34,"4,356","3,020",170,374,69,"4,798",3266,138,232,41,4553,"3,098",168,4652,991,41,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,"3,352",21,249,41,"4,573","3,256",160,450,77,"5,358",NA,-21,354,185,"2,929",99%,1%,50%,0%,23%,5%,5%,4%,4%,1%,4%,0%,1%,2%,69%,5%,4%,1%,100%,NA,NA,NA,NA,NA,71%,3%,3%,5%,100%,NA,NA,NA,NA,NA,72%,3%,5%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,73%,0%,5%,1%,100%,NA,NA,NA,NA,NA,4%,-5%,1%,0%,0%
